AccSpeciesName,TraitID,TraitName,OriglName,OrigValueStr,OrigUncertaintyStr,StdValue,UnitName,ErrorRisk,Reference,Comment
Quercus nigra,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,128.22673,NA,12.82267,mm2 mg-1,1.0693,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus nigra,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,127.00449,NA,12.70045,mm2 mg-1,1.0376,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus nigra,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,145.26695,NA,14.5267,mm2 mg-1,1.4813,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus nigra,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,143.87981,NA,14.38798,mm2 mg-1,1.4496,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus nigra,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,144.98557,NA,14.49856,mm2 mg-1,1.4749,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,152.24057,NA,15.22406,mm2 mg-1,1.0464,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,119.70404,NA,11.9704,mm2 mg-1,2.0402,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,147.36139,NA,14.73614,mm2 mg-1,1.181,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,161.74712,NA,16.17471,mm2 mg-1,0.796,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,187.36819,NA,18.73682,mm2 mg-1,0.8833,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,142.45621,NA,14.24562,mm2 mg-1,1.3209,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Acer rubrum,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,251.52184,NA,25.15218,mm2 mg-1,1.8961,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Acer rubrum,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,234.77654,NA,23.47765,mm2 mg-1,1.6114,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Acer rubrum,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,254.42177,NA,25.44218,mm2 mg-1,1.9435,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Acer rubrum,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,263.39564,NA,26.33956,mm2 mg-1,2.0868,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Acer rubrum,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,259.53827,NA,25.95383,mm2 mg-1,2.0258,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Acer rubrum,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,217.35955,NA,21.73596,mm2 mg-1,1.2928,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,320.93023,NA,32.09302,mm2 mg-1,1.5253,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,288.85942,NA,28.88594,mm2 mg-1,1.3094,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,330.30928,NA,33.03093,mm2 mg-1,1.5844,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,300.44053,NA,30.04405,mm2 mg-1,1.39,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,333.48214,NA,33.34821,mm2 mg-1,1.604,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,356.61017,NA,35.66102,mm2 mg-1,1.7415,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,284.98168,NA,28.49817,mm2 mg-1,1.2817,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,238.37838,NA,23.83784,mm2 mg-1,0.9155,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,223.91304,NA,22.3913,mm2 mg-1,0.7871,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,254.49735,NA,25.44974,mm2 mg-1,1.0497,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,262.43655,NA,26.24365,mm2 mg-1,1.1127,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,254.75504,NA,25.4755,mm2 mg-1,1.0497,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,236.28186,NA,23.62819,mm2 mg-1,0.8974,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,255.9415,NA,25.59415,mm2 mg-1,1.0613,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,269.70297,NA,26.9703,mm2 mg-1,1.1687,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,250.43605,NA,25.0436,mm2 mg-1,1.0167,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,275.42169,NA,27.54217,mm2 mg-1,1.2117,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Carpinus caroliniana,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,266.8,NA,26.68,mm2 mg-1,1.1465,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,222.03254,NA,22.20325,mm2 mg-1,1.2315,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
